,0
2627,552675.2364578379
2628,353653.9575250918
2629,42987.74235854077
2630,298830.5756071191
2631,449812.43799329083
2632,252108.63986437558
2633,1195918.131336274
2634,1006533.8396544348
2635,1820311.3268301948
2636,868059.4657245585
2637,397650.30863756593
2638,333709.242896653
2639,207116.57961750147
2640,1321524.885319293
2641,168937.80715011735
2642,544754.3408355343
2643,623701.9945090364
2644,196802.81598099682
2645,510488.0210919627
2646,377491.7570879486
2647,497021.96987858834
2648,718201.4914444255
2649,529404.8108371083
2650,496166.0541999866
2651,147614.09336698573
2652,446472.18421398173
2653,581609.0043325602
2654,730560.0964154864
2655,835659.706068352
2656,713530.6321479664
2657,-37887.1341323762
2658,387295.79349448055
2659,339082.23191311443
2660,106983.98257715185
2661,297755.20695709053
2662,271322.64545099303
2663,710230.0434653881
2664,910526.7296421978
2665,761223.7412823719
2666,873592.8318615452
2667,406720.1268064197
2668,611970.783033843
2669,1079286.6606262038
2670,694455.7157552603
2671,50373.57633696607
2672,636290.0882505552
2673,610899.3553757754
2674,657116.4152017384
2675,541243.1631799996
2676,529629.3570986708
2677,680272.1830942895
2678,567899.588290766
2679,196781.09256824944
2680,792041.4642155294
2681,328968.7851597157
2682,603257.5642500045
2683,-120492.33178654898
2684,642020.6757449066
2685,542887.6835335713
2686,231698.12294317706
2687,927256.9118419619
2688,695771.816301812
2689,328427.34122971026
2690,1206525.0251960238
2691,116389.66917174828
2692,740267.0809734596
2693,181754.84290997707
2694,351195.82799215044
2695,376414.29150253267
2696,309191.93133556517
2697,191974.8158333036
2698,311071.0284098359
2699,458029.44263700827
2700,874641.6127096057
2701,323884.2700538555
2702,343272.28094397613
2703,349984.06139945774
2704,336695.6188393837
2705,224082.1179804089
2706,338308.2275330443
2707,869767.8701698357
2708,786991.3583295273
2709,768516.1627088793
2710,173231.21688865183
2711,409104.29977642477
2712,1761572.0547680068
2713,676676.4072586064
2714,574394.9263577891
2715,576203.9744890464
2716,525286.6509468738
2717,624374.1252180242
2718,1313976.873173893
2719,683979.6276978448
2720,421201.1761704647
2721,619127.0579075889
2722,556121.4820732798
2723,87941.3899758457
2724,-87563.2418072132
2725,2483545.6171664023
2726,314863.9412995279
2727,313275.00502952817
2728,862030.6794330449
2729,940537.5889561529
2730,223187.33471982973
2731,557563.1292761889
2732,263204.71826748026
2733,718673.0570971927
2734,2262295.3791963607
2735,1115496.785641741
2736,790637.604571786
2737,448156.3744106636
2738,180869.05250672466
2739,181439.3244310763
2740,1055402.5823000576
2741,389874.62155400054
2742,922741.5085514501
2743,451102.85320962395
2744,400926.52653873595
2745,707150.371132641
2746,484896.26992359874
2747,1124736.5751007362
2748,202715.4383368385
2749,436935.0873479984
2750,882526.2282046477
2751,550138.8783738656
2752,466494.64896571345
2753,317233.60626292473
2754,655285.7198098234
2755,825600.2239569133
2756,891747.9919221724
2757,459770.0494404045
2758,331937.8843383244
2759,642660.6304722572
2760,613955.1381690106
2761,511441.9023805787
2762,814661.8566884793
2763,227122.03341430583
2764,1708595.8746672827
2765,522272.14203009603
2766,399550.58308499586
2767,1003472.4933501295
2768,609806.7886893182
2769,251568.5066913098
2770,407597.0299771478
2771,472204.4568570743
2772,201555.65976666188
2773,290777.39920680434
2774,695762.1573141143
2775,1010208.1518921579
2776,201055.44980126142
2777,399884.81085554196
2778,869880.7938383155
2779,458660.4126329678
2780,-106042.91226217199
2781,2533554.828569814
2782,311794.88536629174
2783,518067.0283218231
2784,187668.51074908063
2785,808242.6597810629
2786,495441.85565066594
2787,678433.637223411
2788,1166056.64076783
2789,525313.9721532263
2790,633036.9099126025
2791,246601.98953188385
2792,861789.3754923575
2793,436726.1026977538
2794,794458.5352854473
2795,92119.35962548055
2796,343640.6823538875
2797,183628.82340184716
2798,793406.1513457524
2799,407318.45327330835
2800,365781.4114109931
2801,896630.00666271
2802,344549.7161617271
2803,514478.02662926505
2804,1249866.450127815
2805,385630.2908449117
2806,266022.5169649028
2807,362971.83184667025
2808,1224340.3428740446
2809,347184.94453812926
2810,391048.4023501475
2811,1033697.4269203899
2812,1693641.766119693
2813,168870.76114952215
2814,-3511.9359399603854
2815,364010.2901367416
2816,658032.8297599441
2817,479622.60675614036
2818,337855.41318449203
2819,340886.3342847568
2820,1260186.574328525
2821,569129.0902691055
2822,65775.28746600554
2823,634499.9624343074
2824,724297.2853306618
2825,339957.11933801323
2826,459449.8274441665
2827,1059231.1860911543
2828,1217468.905152734
2829,176399.98468213045
2830,743285.28032379
2831,441700.1056817573
2832,1286215.7329605776
2833,210880.14428203728
2834,284059.33536381245
2835,114172.60401444556
2836,248468.17312393658
2837,620704.3630059115
2838,209989.31659650925
2839,1966252.2125737332
2840,206846.34751116682
2841,974604.61508174
2842,523069.1698334579
2843,405139.82634347305
2844,538915.0424207145
2845,599119.3573782026
2846,996669.6984997072
2847,466448.0801189522
2848,439911.6044932292
2849,2401858.360767385
2850,239583.45792722458
2851,560478.5464487757
2852,638277.9694594258
2853,375138.92665615387
2854,293796.4306091411
2855,345600.4735273472
2856,151650.50121872016
2857,341298.9021667893
2858,497952.2124970304
2859,567820.724388079
2860,399401.41497052147
2861,300699.32935607445
2862,673746.7730488486
2863,868841.6469698512
2864,614899.9533887329
2865,524598.6167420939
2866,511334.8802059138
2867,527053.8029128866
2868,174419.14685996517
2869,373626.5038139707
2870,447856.63836422807
2871,-102417.28736195431
2872,386121.4595007503
2873,103132.59032094287
2874,510774.51882600074
2875,388666.6517183344
2876,256802.7994933647
2877,219081.42594364297
2878,574512.6371975979
2879,538259.8412362584
2880,274628.28396620194
2881,617138.9408828994
2882,318288.40159283625
2883,532905.6855203817
2884,338735.8682179806
2885,206137.87265338784
2886,424562.48994957306
2887,831705.3961944318
2888,337111.82074979914
2889,664073.6503651269
2890,544294.3566371319
2891,1449960.2043716335
2892,568556.9390208595
2893,773822.3278594236
2894,22239.756626913644
2895,354518.741490928
2896,231974.00579313334
2897,62196.74784654641
2898,621243.3215396322
2899,287604.213780523
2900,317752.0392077856
2901,542620.7956367555
2902,314935.9520178817
2903,331499.597805421
2904,374519.3789437638
2905,280018.46509469376
2906,232739.95568698074
2907,429228.3005057146
2908,805899.7059064328
2909,522688.29430559254
2910,438082.1267583001
2911,880349.7289389566
2912,386066.54544130375
2913,1397190.2427984583
2914,418846.8701390921
2915,657030.2885583541
2916,857483.2479729141
2917,742697.2220176549
2918,701153.0388207878
2919,-167666.7783243322
2920,396859.38222329493
2921,1071277.3762272499
2922,551986.3354241882
2923,333849.8062593159
2924,2101088.4446464484
2925,461909.5244714689
2926,225732.348953994
2927,698430.4590598784
2928,191457.9948783327
2929,453926.7885243223
2930,1697112.2628979585
2931,517615.09347498475
2932,411136.96199830226
2933,530322.8738421333
2934,292905.4330247729
2935,361315.00718799804
2936,158964.4816850972
2937,1458025.871901967
2938,504891.42542753613
2939,209640.1308642655
2940,721908.8209716057
2941,174191.54685502237
2942,344267.0414271568
2943,396875.9808578057
2944,404219.55329709826
2945,245124.4078589541
2946,289390.3106333619
2947,463722.49102437415
2948,362809.285650613
2949,949167.5393645823
2950,1751444.5300945975
2951,818350.8903158548
2952,492049.8133392603
2953,1087030.9691066789
2954,382520.50593256217
2955,504238.3646043433
2956,493736.7778276694
2957,954080.0667277271
2958,467783.8907560847
2959,1188782.49270783
2960,362142.9339792292
2961,935832.3746080486
2962,627259.7613338799
2963,354859.21342897776
2964,347504.8410282987
2965,331656.0879618089
2966,130952.82014860719
2967,151570.04324130382
2968,870810.1533548002
2969,599101.1297436733
2970,405641.97174023057
2971,487883.297340223
2972,585590.3502501708
2973,757124.032651244
2974,220173.6415836998
2975,425825.6721528765
2976,162802.1302695427
2977,849569.3033663385
2978,155129.9021768432
2979,622828.743554137
2980,486685.832949823
2981,599793.2790645071
2982,515326.3370619486
2983,647356.5073728958
2984,658240.8010901964
2985,330624.70205305156
2986,574438.3323412349
2987,762663.1340387714
2988,665234.7195778595
2989,337852.9792552503
2990,1050423.6638204614
2991,531672.5062488158
2992,778976.5196531228
2993,315207.73458274594
2994,229929.65428948158
2995,278798.61184684053
2996,733791.977058941
2997,233233.17269185884
2998,990890.1907842701
2999,1071714.3355735051
